estimator,dew,dmin,acc,f1,acc_14,acc_16,mae_healthy,n
poly2,TT,0.1,0.4607621918938047,0.3741551683465342,0.3942148760330578,0.5273095077545515,5.672497007648354,5386
poly2,TT,0.25,0.46051754596167027,0.37480246568592224,0.3933884297520661,0.5276466621712744,5.738100304642797,5386
poly2,TT,0.5,0.45815746504461025,0.37265132023983194,0.3933884297520661,0.5229265003371544,5.761876274366779,5386
poly2,TT,1.0,0.4590383854483039,0.37305286462150733,0.39380165289256197,0.5242751180040458,5.87876720447512,5386
poly2,TT,2.0,0.4589407221234598,0.3709095522269189,0.39090909090909093,0.5269723533378288,6.082168721042629,5386
ridge,TT,0.0,0.4605011062008548,0.374199316438825,0.3950413223140496,0.5259608900876601,5.523903276701484,5386
ridge,TT,0.1,0.4617191810212714,0.37494983862939074,0.39545454545454545,0.5279838165879973,5.671490321765349,5386
ridge,TT,0.25,0.4607241575319182,0.37444285631761753,0.39380165289256197,0.5276466621712744,5.736967524767204,5386
ridge,TT,0.5,0.45907641981019043,0.3731512153887996,0.3942148760330578,0.523937963587323,5.76052252629764,5386
ridge,TT,1.0,0.45894587696371547,0.37327002871209125,0.39462809917355374,0.5232636547538773,5.877091303901533,5386
ridge,TT,2.0,0.4587341105532119,0.3708055251643179,0.390495867768595,0.5269723533378288,6.079343746092537,5386
lin,TTdew,0.0,0.47964088875018807,0.39466759673114665,0.41983471074380163,0.5394470667565745,6.444486436701311,5386
lin,TTdew,0.1,0.4788905111929694,0.3940791462947759,0.4190082644628099,0.5387727579231288,6.542152103137023,5386
lin,TTdew,0.25,0.4785533567762465,0.3939129663316353,0.4190082644628099,0.5380984490896831,6.586342368960822,5386
lin,TTdew,0.5,0.4771831445082839,0.3926528914113878,0.4169421487603306,0.5374241402562373,6.613978120062249,5386
lin,TTdew,1.0,0.47930373433346524,0.3952685823620353,0.41983471074380163,0.5387727579231288,6.656363248441296,5386
lin,TTdew,2.0,0.4816473754897098,0.3987068689065184,0.4214876033057851,0.5418071476736345,6.7655754515871305,5386
poly2,TTdew,0.0,0.474160039678338,0.3905403648589719,0.4115702479338843,0.5367498314227916,5.511102762337639,5386
poly2,TTdew,0.1,0.4712726325351225,0.3876188087277336,0.40950413223140497,0.5330411328388401,5.70341943785687,5386
poly2,TTdew,0.25,0.4710660209648746,0.38724549219563925,0.4090909090909091,0.5330411328388401,5.7640455966109805,5386
poly2,TTdew,0.5,0.47110405532676114,0.38783444799161904,0.40950413223140497,0.5327039784221174,5.791708376130929,5386
poly2,TTdew,1.0,0.47170745027668953,0.3878332652369131,0.412396694214876,0.531018206338503,5.961087077273628,5386
poly2,TTdew,2.0,0.4714628043445551,0.38611662633492105,0.4115702479338843,0.5313553607552259,6.092744204213855,5386
ridge,TTdew,0.0,0.47643276695106523,0.3929071312831517,0.4161157024793388,0.5367498314227916,5.511304642375238,5386
ridge,TTdew,0.1,0.47281142201144655,0.3891085660644301,0.4115702479338843,0.5340525960890088,5.703028045800383,5386
ridge,TTdew,0.25,0.47198497573045484,0.38812821136118314,0.4099173553719008,0.5340525960890088,5.763346279290424,5386
ridge,TTdew,0.5,0.47219158730070276,0.38878158961202386,0.4103305785123967,0.5340525960890088,5.790871945316684,5386
ridge,TTdew,1.0,0.4725503363184967,0.3883112739239646,0.412396694214876,0.5327039784221174,5.95928497491231,5386
ridge,TTdew,2.0,0.473132136667354,0.38780704131503857,0.4132231404958678,0.5330411328388401,6.0902693167024005,5386
rf,TT,0.0,0.5127048700701615,0.42796599091933196,0.4768595041322314,0.5485502360080917,2.9464243718939476,5386
rf,TTdew,0.0,0.5047005177131457,0.42071586073551315,0.47231404958677686,0.5370869858395145,2.6849115366481078,5386
